Lead ID,organization_name,Industry,Contact Name,Email,Country,Service Needed,Status,Proposal Generated ,Proposal Link,Date Generated,Email Sent ,Date Sent,AI Follow-up Link,Follow-up Sent,Follow-up Date,Gmail Thread
L0768,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0769,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0770,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0771,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0772,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0773,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0774,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0775,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0776,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0777,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0778,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0779,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0780,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0781,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0782,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0783,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0784,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0785,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0786,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0787,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0788,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0789,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0790,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0791,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0792,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0793,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0794,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0795,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0796,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0797,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0798,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0799,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0800,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0801,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0802,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0803,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0804,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0805,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0806,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0807,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0808,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0809,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0810,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0811,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0812,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0813,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0814,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0815,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0816,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0817,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0818,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0819,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0820,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0821,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0822,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0823,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0824,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0825,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0826,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0827,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0828,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0829,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0830,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0831,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0832,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0833,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0834,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0835,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0836,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0837,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0838,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0839,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0840,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0841,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0842,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0843,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0844,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0845,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0846,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0847,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0848,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0849,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0850,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0851,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0852,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0853,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0854,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0855,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0856,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0857,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0858,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0859,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0860,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0861,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0862,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0863,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0864,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0865,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0866,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0867,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0868,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0869,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0870,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0871,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0872,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0873,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0874,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0875,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0876,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0877,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0878,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0879,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0880,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0881,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0882,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0883,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0884,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0885,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0886,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0887,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0888,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0889,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0890,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0891,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0892,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0893,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0894,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0895,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0896,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0897,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0898,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0899,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0900,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0901,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0902,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0903,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0904,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0905,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0906,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0907,Airtel Nigeria,Telecom,Michael Okafor,michael.okafor@airtel.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0908,Globacom,Telecom,Chioma Okafor,chioma.okafor@glo.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0909,9mobile,Telecom,Ibrahim Okafor,ibrahim.okafor@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0910,Flutterwave,Fintech,Aisha Ogunleye,aisha.ogunleye@flutterwave.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0911,Paystack,Fintech,Samuel Ogunleye,samuel.ogunleye@paystack.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0912,Interswitch,Fintech,Mary Ogunleye,mary.ogunleye@interswitch.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0913,Moniepoint,Fintech,David Bello,david.bello@moniepoint.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0914,Seplat Energy,Energy,Grace Bello,grace.bello@seplat.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0915,Oando PLC,Energy,Daniel Bello,daniel.bello@oando.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0916,Dangote Cement,Manufacturing,Esther Eze,esther.eze@dangote.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0917,BUA Cement,Manufacturing,Michael Eze,michael.eze@bua.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0918,Nestle Nigeria,Manufacturing,Chioma Eze,chioma.eze@nestle.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0919,Nigerian Breweries,Manufacturing,Ibrahim Ahmed,ibrahim.ahmed@nb.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0920,AXA Mansard,Insurance,Aisha Ahmed,aisha.ahmed@axa.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0921,UBA PLC,Banking,Samuel Ahmed,samuel.ahmed@uba.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0922,GTCO PLC,Banking,Mary Nwosu,mary.nwosu@gtco.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0923,Zenith Bank PLC,Banking,David Nwosu,david.nwosu@zenith.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0924,Access Holdings,Banking,Grace Nwosu,grace.nwosu@access.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0925,First HoldCo,Banking,Daniel Balogun,daniel.balogun@firstholdco.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0926,MTN Nigeria,Telecom,Esther Balogun,esther.balogun@mtn.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0927,Airtel Nigeria,Telecom,Michael Balogun,michael.balogun@airtel.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0928,Globacom,Telecom,Chioma Ojo,chioma.ojo@glo.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0929,9mobile,Telecom,Ibrahim Ojo,ibrahim.ojo@9mobile.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0930,Flutterwave,Fintech,Aisha Ojo,aisha.ojo@flutterwave.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0931,Paystack,Fintech,Samuel Johnson,samuel.johnson@paystack.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0932,Interswitch,Fintech,Mary Johnson,mary.johnson@interswitch.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0933,Moniepoint,Fintech,David Johnson,david.johnson@moniepoint.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0934,Seplat Energy,Energy,Grace Adewale,grace.adewale@seplat.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0935,Oando PLC,Energy,Daniel Adewale,daniel.adewale@oando.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0936,Dangote Cement,Manufacturing,Esther Adewale,esther.adewale@dangote.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0937,BUA Cement,Manufacturing,Michael Okafor,michael.okafor@bua.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0938,Nestle Nigeria,Manufacturing,Chioma Okafor,chioma.okafor@nestle.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0939,Nigerian Breweries,Manufacturing,Ibrahim Okafor,ibrahim.okafor@nb.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0940,AXA Mansard,Insurance,Aisha Ogunleye,aisha.ogunleye@axa.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0941,UBA PLC,Banking,Samuel Ogunleye,samuel.ogunleye@uba.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0942,GTCO PLC,Banking,Mary Ogunleye,mary.ogunleye@gtco.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0943,Zenith Bank PLC,Banking,David Bello,david.bello@zenith.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0944,Access Holdings,Banking,Grace Bello,grace.bello@access.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0945,First HoldCo,Banking,Daniel Bello,daniel.bello@firstholdco.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0946,MTN Nigeria,Telecom,Esther Eze,esther.eze@mtn.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0947,Airtel Nigeria,Telecom,Michael Eze,michael.eze@airtel.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0948,Globacom,Telecom,Chioma Eze,chioma.eze@glo.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0949,9mobile,Telecom,Ibrahim Ahmed,ibrahim.ahmed@9mobile.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0950,Flutterwave,Fintech,Aisha Ahmed,aisha.ahmed@flutterwave.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0951,Paystack,Fintech,Samuel Ahmed,samuel.ahmed@paystack.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
L0952,Interswitch,Fintech,Mary Nwosu,mary.nwosu@interswitch.plc.com,Nigeria,KYC Review,Qualified,,,,,,,,,
L0953,Moniepoint,Fintech,David Nwosu,david.nwosu@moniepoint.plc.com,Nigeria,Regulatory Audit,New,,,,,,,,,
L0954,Seplat Energy,Energy,Grace Nwosu,grace.nwosu@seplat.plc.com,Nigeria,Compliance Gap Assessment,Contacted,,,,,,,,,
L0955,Oando PLC,Energy,Daniel Balogun,daniel.balogun@oando.plc.com,Nigeria,Risk Assessment,Qualified,,,,,,,,,
L0956,Dangote Cement,Manufacturing,Esther Balogun,esther.balogun@dangote.plc.com,Nigeria,AML Compliance,New,,,,,,,,,
L0957,BUA Cement,Manufacturing,Michael Balogun,michael.balogun@bua.plc.com,Nigeria,KYC Review,Contacted,,,,,,,,,
L0958,Nestle Nigeria,Manufacturing,Chioma Ojo,chioma.ojo@nestle.plc.com,Nigeria,Regulatory Audit,Qualified,,,,,,,,,
L0959,Nigerian Breweries,Manufacturing,Ibrahim Ojo,ibrahim.ojo@nb.plc.com,Nigeria,Compliance Gap Assessment,New,,,,,,,,,
L0960,AXA Mansard,Insurance,Aisha Ojo,aisha.ojo@axa.plc.com,Nigeria,Risk Assessment,Contacted,,,,,,,,,
L0961,UBA PLC,Banking,Samuel Johnson,samuel.johnson@uba.plc.com,Nigeria,AML Compliance,Qualified,,,,,,,,,
L0962,GTCO PLC,Banking,Mary Johnson,mary.johnson@gtco.plc.com,Nigeria,KYC Review,New,,,,,,,,,
L0963,Zenith Bank PLC,Banking,David Johnson,david.johnson@zenith.plc.com,Nigeria,Regulatory Audit,Contacted,,,,,,,,,
L0964,Access Holdings,Banking,Grace Adewale,grace.adewale@access.plc.com,Nigeria,Compliance Gap Assessment,Qualified,,,,,,,,,
L0965,First HoldCo,Banking,Daniel Adewale,daniel.adewale@firstholdco.plc.com,Nigeria,Risk Assessment,New,,,,,,,,,
L0966,MTN Nigeria,Telecom,Esther Adewale,esther.adewale@mtn.plc.com,Nigeria,AML Compliance,Contacted,,,,,,,,,
